tick,merged_mrx,merged_mry,merged_lat,merged_lng
"1561946767,""['775291.0704001273', '774300.5293311413']"",""['6614608.9374476615', '6609384.154118869']"",""['50.96219363636364', '50.932623']"",""['6.964558181818182', '6.95566']"""
"1561946768,""['775294.6123839252', '774296.0765515094']"",""['6614617.131925884', '6609382.211165479']"",""['50.96224', '50.932612']"",""['6.96459', '6.95562']"""
"1561946769,""['775298.2555672603', '774291.6237718777']"",""['6614624.523101046', '6609380.268212089']"",""['50.96228181818182', '50.932601']"",""['6.964622727272728', '6.95558']"""
"1561946770,""['775301.8987505953', '774287.170992246']"",""['6614631.914276207', '6609378.325258698']"",""['50.962323636363635', '50.93259']"",""['6.964655454545455', '6.95554']"""
"1561946771,""['775305.5419339304', '774281.2710592339']"",""['6614639.305451369', '6609374.086103615']"",""['50.962365454545456', '50.932565999999994']"",""['6.964688181818182', '6.955487']"""
"1561946772,""['775309.1851172654', '774275.371126222']"",""['6614646.696626531', '6609369.846948531']"",""['50.962407272727276', '50.932542']"",""['6.964720909090909', '6.955434']"""
"1561946773,""['775312.8283006005', '774269.4711932099']"",""['6614654.087801693', '6609365.6077934485']"",""['50.96244909090909', '50.932518']"",""['6.964753636363636', '6.955381']"""
"1561946774,""['775316.4714839355', '774263.5712601979']"",""['6614661.478976854', '6609361.3686383655']"",""['50.96249090909091', '50.932494']"",""['6.964786363636364', '6.955328']"""
"1561946775,""['775320.1146672706', '774257.6713271858']"",""['6614668.870152016', '6609357.129483283']"",""['50.96253272727272', '50.932469999999995']"",""['6.964819090909091', '6.955275']"""
"1561946776,""['775323.7578506056', '774251.7713941737']"",""['6614676.261327178', '6609352.890328199']"",""['50.962574545454544', '50.932446']"",""['6.964851818181819', '6.955222']"""
"1561946777,""['775327.4010339407', '774245.8714611618']"",""['6614683.65250234', '6609348.651173116']"",""['50.962616363636364', '50.932422']"",""['6.964884545454545', '6.955169']"""
"1561946778,""['775331.0442172757', '774239.9715281497']"",""['6614691.043677501', '6609344.412018033']"",""['50.96265818181818', '50.932398']"",""['6.964917272727273', '6.955115999999999']"""
"1561946779,""['775334.6874006108', '774234.0715951377']"",""['6614698.434852663', '6609340.172862949']"",""['50.9627', '50.932373999999996']"",""['6.96495', '6.955063']"""
"1561946780,""['775336.0029945929', '774228.1716621256']"",""['6614701.166392439', '6609335.933707866']"",""['50.96271545454545', '50.93235']"",""['6.964961818181818', '6.95501']"""
"1561946781,""['775337.318588575', '774222.8283265675']"",""['6614703.897932215', '6609330.988054584']"",""['50.96273090909091', '50.932322']"",""['6.964973636363636', '6.954962']"""
"1561946782,""['775338.6341825571', '774217.4849910095']"",""['6614706.62947199', '6609326.042401301']"",""['50.96274636363636', '50.932294']"",""['6.964985454545455', '6.954914']"""
"1561946783,""['775339.9497765392', '774212.1416554514']"",""['6614709.361011766', '6609321.096748019']"",""['50.96276181818182', '50.932266']"",""['6.964997272727273', '6.954866']"""
"1561946784,""['775341.2653705213', '774206.7983198933']"",""['6614712.0925515415', '6609316.151094736']"",""['50.96277727272727', '50.932238']"",""['6.965009090909091', '6.9548179999999995']"""
"1561946785,""['775342.5809645033', '774201.4549843352']"",""['6614714.824091316', '6609311.2054414535']"",""['50.96279272727273', '50.93221']"",""['6.965020909090909', '6.95477']"""
"1561946786,""['775343.8965584855', '774196.1116487773']"",""['6614717.555631092', '6609306.259788171']"",""['50.96280818181818', '50.932182000000005']"",""['6.965032727272727', '6.954722']"""
"1561946787,""['775345.2121524676', '774190.7683132192']"",""['6614720.287170867', '6609301.314134888']"",""['50.96282363636364', '50.932154000000004']"",""['6.965044545454545', '6.954674']"""
"1561946788,""['775346.5277464497', '774185.4249776611']"",""['6614723.018710643', '6609296.368481606']"",""['50.96283909090909', '50.932126000000004']"",""['6.965056363636364', '6.954626']"""
"1561946789,""['775347.8433404318', '774180.081642103']"",""['6614725.750250419', '6609291.422828323']"",""['50.96285454545455', '50.932098']"",""['6.965068181818182', '6.954578']"""
"1561946790,""['775349.1589344139', '774174.738306545']"",""['6614728.481790194', '6609286.477175041']"",""['50.96287', '50.93207']"",""['6.96508', '6.95453']"""
"1561946791,""['775350.0697302477', '774167.5025396433']"",""['6614731.213339965', '6609280.118521713']"",""['50.96288545454546', '50.932034']"",""['6.9650881818181825', '6.954465']"""
"1561946792,""['775350.9805260814', '774160.2667727418']"",""['6614733.944889735', '6609273.759868384']"",""['50.96290090909091', '50.931998']"",""['6.965096363636364', '6.9544']"""
"1561946793,""['775351.8913219152', '774153.0310058403']"",""['6614736.676439506', '6609267.401215056']"",""['50.96291636363637', '50.931962000000006']"",""['6.965104545454546', '6.954335']"""
"1561946794,""['775352.802117749', '774145.7952389386']"",""['6614739.407989277', '6609261.042561728']"",""['50.96293181818182', '50.931926000000004']"",""['6.965112727272728', '6.95427']"""
"1561946795,""['775353.7129135827', '774138.559472037']"",""['6614742.139539047', '6609254.683908399']"",""['50.96294727272728', '50.93189']"",""['6.965120909090909', '6.954205']"""
"1561946796,""['775354.6237094165', '774131.3237051355']"",""['6614744.871088817', '6609248.325255071']"",""['50.962962727272725', '50.931854']"",""['6.965129090909091', '6.95414']"""
"1561946797,""['775355.5345052502', '774124.087938234']"",""['6614747.602638587', '6609241.966601742']"",""['50.96297818181818', '50.931818']"",""['6.965137272727272', '6.954075']"""
"1561946798,""['775356.445301084', '774116.8521713323']"",""['6614750.334188358', '6609235.607948414']"",""['50.962993636363635', '50.931782000000005']"",""['6.965145454545454', '6.95401']"""
"1561946799,""['775357.3560969178', '774109.6164044307']"",""['6614753.0657381285', '6609229.249295086']"",""['50.96300909090909', '50.931746000000004']"",""['6.965153636363636', '6.953945']"""
"1561946800,""['775358.2668927514', '774102.3806375292']"",""['6614755.797287899', '6609222.890641757']"",""['50.963024545454545', '50.93171']"",""['6.965161818181818', '6.95388']"""
"1561946801,""['775359.1776885852', '774089.022298634']"",""['6614758.52883767', '6609212.292995581']"",""['50.96304', '50.931650000000005']"",""['6.96517', '6.95376']"""
"1561946802,""['775360.088484419', '774075.6639597388']"",""['6614762.385160244', '6609201.695349405']"",""['50.96306181818182', '50.93159']"",""['6.965178181818182', '6.95364']"""
"1561946803,""['775360.9992802527', '774062.3056208437']"",""['6614766.241482819', '6609191.097703228']"",""['50.963083636363635', '50.93153']"",""['6.965186363636363', '6.95352']"""
"1561946804,""['775361.9100760865', '774048.9472819484']"",""['6614770.097805394', '6609180.500057052']"",""['50.963105454545456', '50.93147']"",""['6.965194545454545', '6.9534']"""
"1561946805,""['775362.8208719203', '774035.5889430533']"",""['6614773.954127969', '6609169.902410876']"",""['50.96312727272727', '50.93141']"",""['6.965202727272727', '6.9532799999999995']"""
"1561946806,""['775363.7316677541', '774022.2306041581']"",""['6614777.810450544', '6609159.304764699']"",""['50.96314909090909', '50.93135']"",""['6.965210909090909', '6.95316']"""
"1561946807,""['775364.6424635878', '774008.8722652629']"",""['6614781.666773119', '6609148.707118522']"",""['50.963170909090906', '50.93129']"",""['6.96521909090909', '6.95304']"""
"1561946808,""['775365.5532594216', '773995.5139263677']"",""['6614785.523095693', '6609138.1094723465']"",""['50.96319272727273', '50.93123']"",""['6.965227272727272', '6.95292']"""
"1561946809,""['775366.4640552554', '773982.1555874725']"",""['6614789.379418269', '6609127.511826171']"",""['50.96321454545454', '50.931169999999995']"",""['6.9652354545454545', '6.9528']"""
"1561946810,""['775367.3748510892', '773968.7972485773']"",""['6614793.235740843', '6609116.914179994']"",""['50.96323636363636', '50.93111']"",""['6.9652436363636365', '6.95268']"""
"1561946811,""['775368.2856469229', '773965.7916223259']"",""['6614797.092063419', '6609115.147918923']"",""['50.963258181818176', '50.9311']"",""['6.965251818181818', '6.952653']"""
"1561946812,""['775369.1964427567', '773962.7859960746']"",""['6614800.948385993', '6609113.381657851']"",""['50.96328', '50.93109']"",""['6.96526', '6.952626']"""
"1561946813,""['775370.2084381275', '773959.7803698231']"",""['6614804.0013221605', '6609111.61539678']"",""['50.96329727272727', '50.931079999999994']"",""['6.965269090909091', '6.952599']"""
"1561946814,""['775371.2204334984', '773956.7747435716']"",""['6614807.054258327', '6609109.849135709']"",""['50.963314545454544', '50.93107']"",""['6.9652781818181815', '6.952572']"""
"1561946815,""['775372.2324288692', '773953.7691173202']"",""['6614810.107194494', '6609108.082874637']"",""['50.963331818181814', '50.93106']"",""['6.965287272727273', '6.952545000000001']"""
"1561946816,""['775373.2444242401', '773950.7634910689']"",""['6614813.160130662', '6609106.316613566']"",""['50.96334909090909', '50.93105']"",""['6.965296363636364', '6.952518']"""
"1561946817,""['775374.2564196109', '773947.7578648174']"",""['6614816.213066828', '6609104.550352495']"",""['50.96336636363636', '50.931039999999996']"",""['6.9653054545454545', '6.952491']"""
"1561946818,""['775375.2684149818', '773944.7522385659']"",""['6614819.266002996', '6609102.784091424']"",""['50.96338363636364', '50.93103']"",""['6.965314545454546', '6.952464']"""
"1561946819,""['775376.2804103526', '773941.7466123146']"",""['6614822.318939162', '6609101.017830352']"",""['50.96340090909091', '50.931020000000004']"",""['6.965323636363636', '6.952437000000001']"""
"1561946820,""['775377.2924057235', '773938.7409860631', '774567.6961090451', '774443.0182793568']"",""['6614825.37187533', '6609099.251569281', '6612026.464508167', '6612487.635408874']"",""['50.963418181818184', '50.93101', '50.94758', '50.95019']"",""['6.9653327272727275', '6.95241', '6.95806', '6.95694']"""
"1561946821,""['775378.3044010943', '773934.0655674498', '774576.379029327', '774442.5122816713']"",""['6614828.424811497', '6609097.485312007', '6612074.171196112', '6612473.820903802']"",""['50.963435454545454', '50.931', '50.94785', '50.95011181818182']"",""['6.965341818181819', '6.952368000000001', '6.958138', '6.956935454545455']"""
"1561946822,""['775379.3163964652', '773929.3901488365', '774585.0619496088', '774442.0062839859']"",""['6614831.477747664', '6609095.719054733', '6612121.877884059', '6612460.00639873']"",""['50.96345272727273', '50.93099', '50.94812', '50.950033636363635']"",""['6.965350909090909', '6.952326', '6.958216', '6.956930909090909']"""
"1561946823,""['775380.328391836', '773924.7147302232', '774593.7448698906', '774441.5002863004']"",""['6614834.530683831', '6609093.9527974585', '6612169.584572005', '6612446.191893659']"",""['50.96347', '50.93098', '50.948389999999996', '50.94995545454545']"",""['6.96536', '6.952284000000001', '6.9582939999999995', '6.956926363636364']"""
"1561946824,""['775380.328391836', '773920.0393116099', '774602.4277901725', '774440.994288615']"",""['6614835.816134374', '6609092.186540185', '6612217.291259952', '6612432.377388586']"",""['50.963477272727275', '50.93097', '50.94866', '50.94987727272727']"",""['6.96536', '6.952242', '6.958372', '6.956921818181819']"""
"1561946825,""['775380.328391836', '773915.3638929966', '774611.1107104544', '774440.4882909296']"",""['6614837.101584915', '6609090.420282911', '6612264.997947898', '6612418.562883515']"",""['50.96348454545455', '50.93096', '50.94893', '50.94979909090909']"",""['6.96536', '6.9522', '6.95845', '6.956917272727273']"""
"1561946826,""['775380.328391836', '773910.6884743832', '774614.005017215', '774439.9822932441']"",""['6614838.387035457', '6609088.654025637', '6612279.133528935', '6612404.748378443']"",""['50.963491818181815', '50.930949999999996', '50.94901', '50.949720909090914']"",""['6.96536', '6.952158000000001', '6.958476', '6.956912727272727']"""
"1561946827,""['775380.328391836', '773906.01305577', '774616.8993239757', '774439.4762955587']"",""['6614839.672486', '6609086.887768363', '6612293.269109972', '6612390.933873371']"",""['50.96349909090909', '50.93094', '50.94909', '50.94964272727273']"",""['6.96536', '6.952116', '6.958502', '6.956908181818181']"""
"1561946828,""['775380.328391836', '773901.3376371566', '774619.7936307363', '774438.9702978733']"",""['6614840.957936542', '6609085.121511088', '6612307.40469101', '6612377.119368299']"",""['50.96350636363636', '50.93093', '50.94917', '50.94956454545455']"",""['6.96536', '6.9520740000000005', '6.958528', '6.956903636363636']"""
"1561946829,""['775380.328391836', '773896.6622185434', '774622.6879374969', '774438.4643001878']"",""['6614842.2433870835', '6609083.355253814', '6612321.540272047', '6612363.3048632275']"",""['50.963513636363636', '50.93092', '50.94925', '50.94948636363637']"",""['6.96536', '6.952032', '6.958554', '6.956899090909091']"""
"1561946830,""['775380.328391836', '773891.98679993', '774625.5822442576', '774437.9583025024']"",""['6614843.528837626', '6609081.58899654', '6612335.675853084', '6612349.490358155']"",""['50.96352090909091', '50.93091', '50.94933', '50.949408181818185']"",""['6.96536', '6.95199', '6.95858', '6.956894545454545']"""
"1561946831,""['775380.328391836', '773877.2926271453', '774633.3746086131', '774437.4523048169']"",""['6614844.814288168', '6609078.056493384', '6612363.240585994', '6612335.675853084']"",""['50.963528181818184', '50.93089', '50.949486', '50.94933']"",""['6.96536', '6.9518580000000005', '6.9586500000000004', '6.95689']"""
"1561946832,""['775380.328391836', '773862.5984543605', '774641.1669729686', '774437.553504354']"",""['6614846.099738711', '6609074.523990229', '6612390.805318905', '6612331.820687984']"",""['50.96353545454545', '50.93087', '50.949642000000004', '50.94930818181818']"",""['6.96536', '6.951726', '6.9587200000000005', '6.956890909090909']"""
"1561946833,""['775380.328391836', '773847.9042815758', '774648.9593373241', '774437.6547038911']"",""['6614847.385189252', '6609070.991487073', '6612418.370051815', '6612327.965522884']"",""['50.963542727272724', '50.93085', '50.949798', '50.94928636363637']"",""['6.96536', '6.951594', '6.95879', '6.956891818181818']"""
"1561946834,""['775380.328391836', '773833.2101087911', '774656.7517016797', '774437.7559034282']"",""['6614848.670639794', '6609067.458983918', '6612445.934784726', '6612324.110357784']"",""['50.96355', '50.93083', '50.949954000000005', '50.94926454545455']"",""['6.96536', '6.951462', '6.95886', '6.956892727272727']"""
